scenario,setting,value,label,cutoffdate,runkey,application,jobid
UFR -15 bps,UFR (bps),-15.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
UFR -15 bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,SII_noVA_curve,"",SII_T_noVA_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,SII_curve,"",SII_T_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,Mortgage_curve,"",Asset_T_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,Asset_curve,"",Asset_T_DI_200up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,MR1 Interest rate (bps),200.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +200bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,SII_noVA_curve,"",SII_T_noVA_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,SII_curve,"",SII_T_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,Mortgage_curve,"",Asset_T_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,Asset_curve,"",Asset_T_DI_100up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,MR1 Interest rate (bps),100.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +100bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,SII_noVA_curve,"",SII_T_noVA_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,SII_curve,"",SII_T_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,Mortgage_curve,"",Asset_T_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,Asset_curve,"",Asset_T_DI_50up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,MR1 Interest rate (bps),50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 +50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,SII_noVA_curve,"",SII_T_noVA_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,SII_curve,"",SII_T_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,Mortgage_curve,"",Asset_T_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,Asset_curve,"",Asset_T_DI_50dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,MR1 Interest rate (bps),-50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,SII_noVA_curve,"",SII_T_noVA_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,SII_curve,"",SII_T_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,Mortgage_curve,"",Asset_T_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,Asset_curve,"",Asset_T_DI_100dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
MR1 -100bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
